barcode	well	agent	concentration	cell_line
20160606_MH_03	F06	D_3	0.0033333	CL_2
20160606_MH_03	G06	D_1	0.1	CL_3
20160606_MH_03	H06	D_3	0.0033333	CL_3
20160606_MH_03	I06	D_1	0.1	CL_4
20160606_MH_03	J06	D_3	0.0033333	CL_4
20160606_MH_03	K06	D_1	0.1	CL_5
20160606_MH_03	L06	D_3	0.0033333	CL_5
20160606_MH_03	M06	D_1	0.1	CL_6
20160606_MH_03	N06	D_3	0.0033333	CL_6
20160606_MH_03	C07	D_1	1	CL_1
20160606_MH_03	D07	D_4	0.0033333	CL_1
20160606_MH_03	E07	D_1	1	CL_2
20160606_MH_03	F07	D_4	0.0033333	CL_2
20160606_MH_03	G07	D_1	1	CL_3
20160606_MH_03	H07	D_4	0.0033333	CL_3
20160606_MH_03	I07	D_1	1	CL_4
20160606_MH_03	J07	D_4	0.0033333	CL_4
20160606_MH_03	K07	D_1	1	CL_5
20160606_MH_03	L07	D_4	0.0033333	CL_5
20160606_MH_03	M07	D_1	1	CL_6
20160606_MH_03	N07	D_4	0.0033333	CL_6
20160606_MH_03	C08	D_2	0.031667	CL_1
20160606_MH_03	D08	-	0	CL_1
20160606_MH_03	E08	D_2	0.031667	CL_2
20160606_MH_03	F08	-	0	CL_2
20160606_MH_03	G08	D_2	0.031667	CL_3
20160606_MH_03	H08	-	0	CL_3
20160606_MH_03	I08	D_2	0.031667	CL_4
20160606_MH_03	J08	-	0	CL_4
20160606_MH_03	K08	D_2	0.031667	CL_5
20160606_MH_03	L08	-	0	CL_5
20160606_MH_03	M08	D_2	0.031667	CL_6
20160606_MH_03	N08	-	0	CL_6
20160606_MH_03	C09	D_1	0.031667	CL_1
20160606_MH_03	D09	D_4	0.1	CL_1
20160606_MH_03	E09	D_1	0.031667	CL_2
20160606_MH_03	F09	D_4	0.1	CL_2
20160606_MH_03	G09	D_1	0.031667	CL_3
20160606_MH_03	H09	D_4	0.1	CL_3
20160606_MH_03	I09	D_1	0.031667	CL_4
20160606_MH_03	J09	D_4	0.1	CL_4
20160606_MH_03	K09	D_1	0.031667	CL_5
20160606_MH_03	L09	D_4	0.1	CL_5
20160606_MH_03	M09	D_1	0.031667	CL_6
20160606_MH_03	N09	D_4	0.1	CL_6
20160606_MH_03	C10	D_3	10	CL_1
20160606_MH_03	D10	D_1	3.1623	CL_1
20160606_MH_03	E10	D_3	10	CL_2
20160606_MH_03	F10	D_1	3.1623	CL_2
20160606_MH_03	G10	D_3	10	CL_3
20160606_MH_03	H10	D_1	3.1623	CL_3
20160606_MH_03	I10	D_3	10	CL_4
20160606_MH_03	J10	D_1	3.1623	CL_4
20160606_MH_03	K10	D_3	10	CL_5
20160606_MH_03	L10	D_1	3.1623	CL_5
20160606_MH_03	M10	D_3	10	CL_6
20160606_MH_03	N10	D_1	3.1623	CL_6
20160606_MH_03	C11	D_1	10	CL_1
20160606_MH_03	D11	D_1	0.0010833	CL_1
20160606_MH_03	E11	D_1	10	CL_2
20160606_MH_03	F11	D_1	0.0010833	CL_2
20160606_MH_03	G11	D_1	10	CL_3
20160606_MH_03	H11	D_1	0.0010833	CL_3
20160606_MH_03	I11	D_1	10	CL_4
20160606_MH_03	J11	D_1	0.0010833	CL_4
20160606_MH_03	K11	D_1	10	CL_5
20160606_MH_03	L11	D_1	0.0010833	CL_5
20160606_MH_03	M11	D_1	10	CL_6
20160606_MH_03	N11	D_1	0.0010833	CL_6
20160606_MH_03	C12	D_2	3.1623	CL_1
20160606_MH_03	D12	D_2	0.0033333	CL_1
20160606_MH_03	E12	D_2	3.1623	CL_2
20160606_MH_03	F12	D_2	0.0033333	CL_2
20160606_MH_03	G12	D_2	3.1623	CL_3
20160606_MH_03	H12	D_2	0.0033333	CL_3
20160606_MH_03	I12	D_2	3.1623	CL_4
20160606_MH_03	J12	D_2	0.0033333	CL_4
20160606_MH_03	K12	D_2	3.1623	CL_5
20160606_MH_03	L12	D_2	0.0033333	CL_5
20160606_MH_03	M12	D_2	3.1623	CL_6
20160606_MH_03	N12	D_2	0.0033333	CL_6
20160606_MH_03	C13	D_3	0.1	CL_1
20160606_MH_03	D13	D_3	1	CL_1
20160606_MH_03	E13	D_3	0.1	CL_2
20160606_MH_03	F13	D_3	1	CL_2
20160606_MH_03	G13	D_3	0.1	CL_3
20160606_MH_03	H13	D_3	1	CL_3
20160606_MH_03	I13	D_3	0.1	CL_4
20160606_MH_03	J13	D_3	1	CL_4
20160606_MH_03	K13	D_3	0.1	CL_5
20160606_MH_03	L13	D_3	1	CL_5
20160606_MH_03	M13	D_3	0.1	CL_6
20160606_MH_03	N13	D_3	1	CL_6
20160606_MH_03	C14	D_2	0.0010833	CL_1
20160606_MH_03	D14	D_2	10	CL_1
20160606_MH_03	E14	D_2	0.0010833	CL_2
20160606_MH_03	F14	D_2	10	CL_2
20160606_MH_03	G14	D_2	0.0010833	CL_3
20160606_MH_03	H14	D_2	10	CL_3
20160606_MH_03	I14	D_2	0.0010833	CL_4
20160606_MH_03	J14	D_2	10	CL_4
20160606_MH_03	K14	D_2	0.0010833	CL_5
20160606_MH_03	L14	D_2	10	CL_5
20160606_MH_03	M14	D_2	0.0010833	CL_6
20160606_MH_03	N14	D_2	10	CL_6
20160606_MH_03	C15	D_2	1	CL_1
20160606_MH_03	D15	D_2	0.01	CL_1
20160606_MH_03	E15	D_2	1	CL_2
20160606_MH_03	F15	D_2	0.01	CL_2
20160606_MH_03	G15	D_2	1	CL_3
20160606_MH_03	H15	D_2	0.01	CL_3
20160606_MH_03	I15	D_2	1	CL_4
20160606_MH_03	J15	D_2	0.01	CL_4
20160606_MH_03	K15	D_2	1	CL_5
20160606_MH_03	L15	D_2	0.01	CL_5
20160606_MH_03	M15	D_2	1	CL_6
20160606_MH_03	N15	D_2	0.01	CL_6
20160606_MH_03	C16	-	0	CL_1
20160606_MH_03	D16	D_3	3.1623	CL_1
20160606_MH_03	E16	-	0	CL_2
20160606_MH_03	F16	D_3	3.1623	CL_2
20160606_MH_03	G16	-	0	CL_3
20160606_MH_03	H16	D_3	3.1623	CL_3
20160606_MH_03	I16	-	0	CL_4
20160606_MH_03	J16	D_3	3.1623	CL_4
20160606_MH_03	K16	-	0	CL_5
20160606_MH_03	L16	D_3	3.1623	CL_5
20160606_MH_03	M16	-	0	CL_6
20160606_MH_03	N16	D_3	3.1623	CL_6
20160606_MH_03	C17	D_4	0.31623	CL_1
20160606_MH_03	D17	D_1	0.0033333	CL_1
20160606_MH_03	E17	D_4	0.31623	CL_2
20160606_MH_03	F17	D_1	0.0033333	CL_2
20160606_MH_03	G17	D_4	0.31623	CL_3
20160606_MH_03	H17	D_1	0.0033333	CL_3
20160606_MH_03	I17	D_4	0.31623	CL_4
20160606_MH_03	J17	D_1	0.0033333	CL_4
20160606_MH_03	K17	D_4	0.31623	CL_5
20160606_MH_03	L17	D_1	0.0033333	CL_5
20160606_MH_03	M17	D_4	0.31623	CL_6
20160606_MH_03	N17	D_1	0.0033333	CL_6
20160606_MH_03	C18	-	0	CL_1
20160606_MH_03	D18	-	0	CL_1
20160606_MH_03	E18	-	0	CL_2
20160606_MH_03	F18	-	0	CL_2
20160606_MH_03	G18	-	0	CL_3
20160606_MH_03	H18	-	0	CL_3
20160606_MH_03	I18	-	0	CL_4
20160606_MH_03	J18	-	0	CL_4
20160606_MH_03	K18	-	0	CL_5
20160606_MH_03	L18	-	0	CL_5
20160606_MH_03	M18	-	0	CL_6
20160606_MH_03	N18	-	0	CL_6
20160606_MH_03	C19	-	0	CL_1
20160606_MH_03	D19	D_4	0.01	CL_1
20160606_MH_03	E19	-	0	CL_2
20160606_MH_03	F19	D_4	0.01	CL_2
20160606_MH_03	G19	-	0	CL_3
20160606_MH_03	H19	D_4	0.01	CL_3
20160606_MH_03	I19	-	0	CL_4
20160606_MH_03	J19	D_4	0.01	CL_4
20160606_MH_03	K19	-	0	CL_5
20160606_MH_03	L19	D_4	0.01	CL_5
20160606_MH_03	M19	-	0	CL_6
20160606_MH_03	N19	D_4	0.01	CL_6
20160606_MH_03	C20	-	0	CL_1
20160606_MH_03	D20	D_4	1	CL_1
20160606_MH_03	E20	-	0	CL_2
20160606_MH_03	F20	D_4	1	CL_2
20160606_MH_03	G20	-	0	CL_3
20160606_MH_03	H20	D_4	1	CL_3
20160606_MH_03	I20	-	0	CL_4
20160606_MH_03	J20	D_4	1	CL_4
20160606_MH_03	K20	-	0	CL_5
20160606_MH_03	L20	D_4	1	CL_5
20160606_MH_03	M20	-	0	CL_6
20160606_MH_03	N20	D_4	1	CL_6
20160606_MH_03	C21	D_2	0.1	CL_1
20160606_MH_03	D21	D_3	0.01	CL_1
20160606_MH_03	E21	D_2	0.1	CL_2
20160606_MH_03	F21	D_3	0.01	CL_2
20160606_MH_03	G21	D_2	0.1	CL_3
20160606_MH_03	H21	D_3	0.01	CL_3
20160606_MH_03	I21	D_2	0.1	CL_4
20160606_MH_03	J21	D_3	0.01	CL_4
20160606_MH_03	K21	D_2	0.1	CL_5
20160606_MH_03	L21	D_3	0.01	CL_5
20160606_MH_03	M21	D_2	0.1	CL_6
20160606_MH_03	N21	D_3	0.01	CL_6
20160606_MH_03	C22	D_4	3.1623	CL_1
20160606_MH_03	D22	D_3	0.31623	CL_1
20160606_MH_03	E22	D_4	3.1623	CL_2
20160606_MH_03	F22	D_3	0.31623	CL_2
20160606_MH_03	G22	D_4	3.1623	CL_3
20160606_MH_03	H22	D_3	0.31623	CL_3
20160606_MH_03	I22	D_4	3.1623	CL_4
20160606_MH_03	J22	D_3	0.31623	CL_4
20160606_MH_03	K22	D_4	3.1623	CL_5
20160606_MH_03	L22	D_3	0.31623	CL_5
20160606_MH_03	M22	D_4	3.1623	CL_6
20160606_MH_03	N22	D_3	0.31623	CL_6
20160606_MH_03	C23	D_4	0.031667	CL_1
20160606_MH_03	D23	-	0	CL_1
20160606_MH_03	E23	D_4	0.031667	CL_2
20160606_MH_03	F23	-	0	CL_2
20160606_MH_03	G23	D_4	0.031667	CL_3
20160606_MH_03	H23	-	0	CL_3
20160606_MH_03	I23	D_4	0.031667	CL_4
20160606_MH_03	J23	-	0	CL_4
20160606_MH_03	K23	D_4	0.031667	CL_5
20160606_MH_03	L23	-	0	CL_5
20160606_MH_03	M23	D_4	0.031667	CL_6
20160606_MH_03	N23	-	0	CL_6
