barcode	date	Row	Column	well	cell_count__total	corpse_count	cell_count__dead	cell_count
MH1_06	2016-06-06 12:34:56	10	7	J07	2029.0	49.0	31.0	1998.0
MH1_06	2016-06-06 12:34:56	10	8	J08	3704.0	35.0	17.0	3687.0
MH1_06	2016-06-06 12:34:56	10	9	J09	3674.0	39.0	17.0	3657.0
MH1_06	2016-06-06 12:34:56	10	10	J10	3558.0	31.0	12.0	3546.0
MH1_06	2016-06-06 12:34:56	10	11	J11	814.0	106.0	80.0	734.0
MH1_06	2016-06-06 12:34:56	10	12	J12	3617.0	36.0	14.0	3603.0
MH1_06	2016-06-06 12:34:56	10	13	J13	239.0	390.0	125.0	114.0
MH1_06	2016-06-06 12:34:56	10	14	J14	3652.0	29.0	10.0	3642.0
MH1_06	2016-06-06 12:34:56	10	15	J15	3630.0	32.0	14.0	3616.0
MH1_06	2016-06-06 12:34:56	10	16	J16	3611.0	30.0	9.0	3602.0
MH1_06	2016-06-06 12:34:56	10	17	J17	3520.0	35.0	11.0	3509.0
MH1_06	2016-06-06 12:34:56	10	18	J18	3661.0	31.0	15.0	3646.0
MH1_06	2016-06-06 12:34:56	10	19	J19	3751.0	34.0	13.0	3738.0
MH1_06	2016-06-06 12:34:56	10	20	J20	3724.0	28.0	12.0	3712.0
MH1_06	2016-06-06 12:34:56	10	21	J21	2818.0	43.0	24.0	2794.0
MH1_06	2016-06-06 12:34:56	10	22	J22	3571.0	33.0	13.0	3558.0
MH1_06	2016-06-06 12:34:56	11	3	K03	235.0	398.0	123.0	112.0
MH1_06	2016-06-06 12:34:56	11	4	K04	2081.0	24.0	6.0	2075.0
MH1_06	2016-06-06 12:34:56	11	5	K05	627.0	121.0	103.0	524.0
MH1_06	2016-06-06 12:34:56	11	6	K06	446.0	147.0	86.0	360.0
MH1_06	2016-06-06 12:34:56	11	7	K07	3622.0	31.0	12.0	3610.0
MH1_06	2016-06-06 12:34:56	11	8	K08	3691.0	29.0	12.0	3679.0
MH1_06	2016-06-06 12:34:56	11	9	K09	3711.0	31.0	13.0	3698.0
MH1_06	2016-06-06 12:34:56	11	10	K10	892.0	21.0	1.0	891.0
MH1_06	2016-06-06 12:34:56	11	11	K11	300.0	335.0	119.0	181.0
MH1_06	2016-06-06 12:34:56	11	12	K12	3696.0	31.0	11.0	3685.0
MH1_06	2016-06-06 12:34:56	11	13	K13	3654.0	34.0	13.0	3641.0
MH1_06	2016-06-06 12:34:56	11	14	K14	1298.0	18.0	1.0	1297.0
MH1_06	2016-06-06 12:34:56	11	15	K15	1702.0	23.0	4.0	1698.0
MH1_06	2016-06-06 12:34:56	11	16	K16	814.0	101.0	81.0	733.0
MH1_06	2016-06-06 12:34:56	11	17	K17	2733.0	51.0	30.0	2703.0
MH1_06	2016-06-06 12:34:56	11	18	K18	235.0	408.0	126.0	109.0
MH1_06	2016-06-06 12:34:56	11	19	K19	1027.0	97.0	78.0	949.0
MH1_06	2016-06-06 12:34:56	11	20	K20	811.0	99.0	80.0	731.0
MH1_06	2016-06-06 12:34:56	11	21	K21	2340.0	24.0	5.0	2335.0
MH1_06	2016-06-06 12:34:56	11	22	K22	2120.0	25.0	7.0	2113.0
MH1_06	2016-06-06 12:34:56	12	3	L03	1575.0	51.0	28.0	1547.0
MH1_06	2016-06-06 12:34:56	12	4	L04	3736.0	27.0	14.0	3722.0
MH1_06	2016-06-06 12:34:56	12	5	L05	568.0	77.0	64.0	504.0
MH1_06	2016-06-06 12:34:56	12	6	L06	1123.0	78.0	61.0	1062.0
MH1_06	2016-06-06 12:34:56	12	7	L07	3705.0	35.0	13.0	3692.0
MH1_06	2016-06-06 12:34:56	12	8	L08	3761.0	36.0	15.0	3746.0
MH1_06	2016-06-06 12:34:56	12	9	L09	3762.0	39.0	10.0	3752.0
MH1_06	2016-06-06 12:34:56	12	10	L10	854.0	20.0	0.0	854.0
MH1_06	2016-06-06 12:34:56	12	11	L11	1136.0	80.0	58.0	1078.0
MH1_06	2016-06-06 12:34:56	12	12	L12	3621.0	36.0	14.0	3607.0
MH1_06	2016-06-06 12:34:56	12	13	L13	3652.0	32.0	13.0	3639.0
MH1_06	2016-06-06 12:34:56	12	14	L14	1709.0	26.0	4.0	1705.0
MH1_06	2016-06-06 12:34:56	12	15	L15	2307.0	22.0	7.0	2300.0
MH1_06	2016-06-06 12:34:56	12	16	L16	581.0	119.0	99.0	482.0
MH1_06	2016-06-06 12:34:56	12	17	L17	3679.0	30.0	15.0	3664.0
MH1_06	2016-06-06 12:34:56	12	18	L18	2737.0	30.0	9.0	2728.0
MH1_06	2016-06-06 12:34:56	12	19	L19	3674.0	32.0	13.0	3661.0
MH1_06	2016-06-06 12:34:56	12	20	L20	3650.0	36.0	14.0	3636.0
MH1_06	2016-06-06 12:34:56	12	21	L21	568.0	88.0	68.0	500.0
MH1_06	2016-06-06 12:34:56	12	22	L22	1346.0	18.0	3.0	1343.0
MH1_06	2016-06-06 12:34:56	13	3	M03	3606.0	26.0	11.0	3595.0
MH1_06	2016-06-06 12:34:56	13	4	M04	3664.0	37.0	12.0	3652.0
MH1_06	2016-06-06 12:34:56	13	5	M05	3707.0	37.0	12.0	3695.0
MH1_06	2016-06-06 12:34:56	13	6	M06	622.0	83.0	66.0	556.0
MH1_06	2016-06-06 12:34:56	13	7	M07	2507.0	26.0	6.0	2501.0
MH1_06	2016-06-06 12:34:56	13	8	M08	443.0	174.0	98.0	345.0
MH1_06	2016-06-06 12:34:56	13	9	M09	3689.0	37.0	13.0	3676.0
MH1_06	2016-06-06 12:34:56	13	10	M10	3739.0	33.0	16.0	3723.0
MH1_06	2016-06-06 12:34:56	13	11	M11	3588.0	35.0	15.0	3573.0
MH1_06	2016-06-06 12:34:56	13	12	M12	3738.0	34.0	12.0	3726.0
MH1_06	2016-06-06 12:34:56	13	13	M13	3571.0	43.0	17.0	3554.0
MH1_06	2016-06-06 12:34:56	13	14	M14	588.0	89.0	68.0	520.0
MH1_06	2016-06-06 12:34:56	13	15	M15	3686.0	33.0	14.0	3672.0
MH1_06	2016-06-06 12:34:56	13	16	M16	457.0	156.0	101.0	356.0
MH1_06	2016-06-06 12:34:56	13	17	M17	1569.0	56.0	31.0	1538.0
MH1_06	2016-06-06 12:34:56	13	18	M18	253.0	397.0	122.0	131.0
MH1_06	2016-06-06 12:34:56	13	19	M19	3744.0	34.0	14.0	3730.0
MH1_06	2016-06-06 12:34:56	13	20	M20	3729.0	30.0	13.0	3716.0
MH1_06	2016-06-06 12:34:56	13	21	M21	816.0	113.0	91.0	725.0
MH1_06	2016-06-06 12:34:56	13	22	M22	1106.0	88.0	62.0	1044.0
MH1_06	2016-06-06 12:34:56	14	3	N03	3701.0	31.0	13.0	3688.0
MH1_06	2016-06-06 12:34:56	14	4	N04	3674.0	40.0	12.0	3662.0
MH1_06	2016-06-06 12:34:56	14	5	N05	3573.0	35.0	15.0	3558.0
MH1_06	2016-06-06 12:34:56	14	6	N06	3583.0	28.0	8.0	3575.0
MH1_06	2016-06-06 12:34:56	14	7	N07	3498.0	30.0	12.0	3486.0
MH1_06	2016-06-06 12:34:56	14	8	N08	3300.0	40.0	22.0	3278.0
MH1_06	2016-06-06 12:34:56	14	9	N09	3714.0	28.0	11.0	3703.0
MH1_06	2016-06-06 12:34:56	14	10	N10	3698.0	31.0	13.0	3685.0
MH1_06	2016-06-06 12:34:56	14	11	N11	1877.0	67.0	52.0	1825.0
MH1_06	2016-06-06 12:34:56	14	12	N12	3611.0	40.0	16.0	3595.0
MH1_06	2016-06-06 12:34:56	14	13	N13	3650.0	28.0	13.0	3637.0
MH1_06	2016-06-06 12:34:56	14	14	N14	3608.0	35.0	18.0	3590.0
MH1_06	2016-06-06 12:34:56	14	15	N15	295.0	323.0	108.0	187.0
MH1_06	2016-06-06 12:34:56	14	16	N16	1622.0	29.0	10.0	1612.0
MH1_06	2016-06-06 12:34:56	14	17	N17	3709.0	32.0	12.0	3697.0
MH1_06	2016-06-06 12:34:56	14	18	N18	498.0	98.0	83.0	415.0
MH1_06	2016-06-06 12:34:56	14	19	N19	254.0	374.0	116.0	138.0
MH1_06	2016-06-06 12:34:56	14	20	N20	3688.0	28.0	14.0	3674.0
MH1_06	2016-06-06 12:34:56	14	21	N21	412.0	208.0	110.0	302.0
MH1_06	2016-06-06 12:34:56	14	22	N22	3738.0	29.0	14.0	3724.0
MH1_07	2016-06-06 12:34:56	3	3	C03	2553.0	33.0	10.0	2543.0
MH1_07	2016-06-06 12:34:56	3	4	C04	1313.0	19.0	1.0	1312.0
MH1_07	2016-06-06 12:34:56	3	5	C05	2658.0	29.0	12.0	2646.0
MH1_07	2016-06-06 12:34:56	3	6	C06	2622.0	29.0	11.0	2611.0
MH1_07	2016-06-06 12:34:56	3	7	C07	63.0	507.0	54.0	9.0
MH1_07	2016-06-06 12:34:56	3	8	C08	1501.0	23.0	2.0	1499.0
MH1_07	2016-06-06 12:34:56	3	9	C09	2640.0	30.0	13.0	2627.0
MH1_07	2016-06-06 12:34:56	3	10	C10	2641.0	34.0	12.0	2629.0
MH1_07	2016-06-06 12:34:56	3	11	C11	2641.0	31.0	14.0	2627.0
MH1_07	2016-06-06 12:34:56	3	12	C12	619.0	72.0	55.0	564.0
MH1_07	2016-06-06 12:34:56	3	13	C13	2645.0	34.0	18.0	2627.0
MH1_07	2016-06-06 12:34:56	3	14	C14	2436.0	38.0	13.0	2423.0
MH1_07	2016-06-06 12:34:56	3	15	C15	2637.0	34.0	14.0	2623.0
MH1_07	2016-06-06 12:34:56	3	16	C16	2617.0	34.0	14.0	2603.0
MH1_07	2016-06-06 12:34:56	3	17	C17	2126.0	27.0	3.0	2123.0
MH1_07	2016-06-06 12:34:56	3	18	C18	2577.0	31.0	12.0	2565.0
MH1_07	2016-06-06 12:34:56	3	19	C19	2214.0	38.0	18.0	2196.0
MH1_07	2016-06-06 12:34:56	3	20	C20	2537.0	27.0	11.0	2526.0
MH1_07	2016-06-06 12:34:56	3	21	C21	1630.0	21.0	4.0	1626.0
MH1_07	2016-06-06 12:34:56	3	22	C22	2506.0	27.0	12.0	2494.0
MH1_07	2016-06-06 12:34:56	4	3	D03	2619.0	33.0	14.0	2605.0
MH1_07	2016-06-06 12:34:56	4	4	D04	1069.0	52.0	35.0	1034.0
MH1_07	2016-06-06 12:34:56	4	5	D05	1391.0	26.0	1.0	1390.0
MH1_07	2016-06-06 12:34:56	4	6	D06	2138.0	41.0	27.0	2111.0
MH1_07	2016-06-06 12:34:56	4	7	D07	2644.0	33.0	14.0	2630.0
MH1_07	2016-06-06 12:34:56	4	8	D08	65.0	525.0	64.0	1.0
MH1_07	2016-06-06 12:34:56	4	9	D09	483.0	130.0	99.0	384.0
MH1_07	2016-06-06 12:34:56	4	10	D10	2667.0	36.0	12.0	2655.0
MH1_07	2016-06-06 12:34:56	4	11	D11	2282.0	30.0	10.0	2272.0
MH1_07	2016-06-06 12:34:56	4	12	D12	2270.0	42.0	17.0	2253.0
MH1_07	2016-06-06 12:34:56	4	13	D13	2326.0	30.0	12.0	2314.0
MH1_07	2016-06-06 12:34:56	4	14	D14	2626.0	33.0	11.0	2615.0
MH1_07	2016-06-06 12:34:56	4	15	D15	1548.0	50.0	34.0	1514.0
MH1_07	2016-06-06 12:34:56	4	16	D16	2614.0	29.0	13.0	2601.0
MH1_07	2016-06-06 12:34:56	4	17	D17	2516.0	28.0	10.0	2506.0
MH1_07	2016-06-06 12:34:56	4	18	D18	1707.0	24.0	5.0	1702.0
MH1_07	2016-06-06 12:34:56	4	19	D19	2288.0	33.0	15.0	2273.0
MH1_07	2016-06-06 12:34:56	4	20	D20	2634.0	31.0	13.0	2621.0
MH1_07	2016-06-06 12:34:56	4	21	D21	2387.0	25.0	6.0	2381.0
MH1_07	2016-06-06 12:34:56	4	22	D22	282.0	330.0	126.0	156.0
MH1_07	2016-06-06 12:34:56	5	3	E03	229.0	405.0	128.0	101.0
MH1_07	2016-06-06 12:34:56	5	4	E04	2397.0	25.0	6.0	2391.0
MH1_07	2016-06-06 12:34:56	5	5	E05	2654.0	34.0	9.0	2645.0
MH1_07	2016-06-06 12:34:56	5	6	E06	1591.0	53.0	35.0	1556.0
MH1_07	2016-06-06 12:34:56	5	7	E07	2593.0	33.0	11.0	2582.0
MH1_07	2016-06-06 12:34:56	5	8	E08	2316.0	33.0	8.0	2308.0
MH1_07	2016-06-06 12:34:56	5	9	E09	2205.0	21.0	9.0	2196.0
MH1_07	2016-06-06 12:34:56	5	10	E10	1935.0	29.0	8.0	1927.0
MH1_07	2016-06-06 12:34:56	5	11	E11	52.0	500.0	69.0	0.0
MH1_07	2016-06-06 12:34:56	5	12	E12	81.0	475.0	59.0	22.0
MH1_07	2016-06-06 12:34:56	5	13	E13	2658.0	29.0	13.0	2645.0
MH1_07	2016-06-06 12:34:56	5	14	E14	1392.0	26.0	2.0	1390.0
MH1_07	2016-06-06 12:34:56	5	15	E15	2186.0	44.0	23.0	2163.0
MH1_07	2016-06-06 12:34:56	5	16	E16	2639.0	32.0	12.0	2627.0
MH1_07	2016-06-06 12:34:56	5	17	E17	1927.0	21.0	6.0	1921.0
MH1_07	2016-06-06 12:34:56	5	18	E18	2648.0	32.0	14.0	2634.0
MH1_07	2016-06-06 12:34:56	5	19	E19	630.0	72.0	58.0	572.0
MH1_07	2016-06-06 12:34:56	5	20	E20	1480.0	22.0	2.0	1478.0
MH1_07	2016-06-06 12:34:56	5	21	E21	223.0	426.0	123.0	100.0
MH1_07	2016-06-06 12:34:56	5	22	E22	2683.0	29.0	13.0	2670.0
MH1_07	2016-06-06 12:34:56	6	3	F03	638.0	81.0	56.0	582.0
MH1_07	2016-06-06 12:34:56	6	4	F04	2688.0	40.0	12.0	2676.0
MH1_07	2016-06-06 12:34:56	6	5	F05	2683.0	34.0	15.0	2668.0
MH1_07	2016-06-06 12:34:56	6	6	F06	2572.0	34.0	14.0	2558.0
MH1_07	2016-06-06 12:34:56	6	7	F07	2662.0	32.0	16.0	2646.0
MH1_07	2016-06-06 12:34:56	6	8	F08	1385.0	27.0	2.0	1383.0
MH1_07	2016-06-06 12:34:56	6	9	F09	1261.0	83.0	62.0	1199.0
MH1_07	2016-06-06 12:34:56	6	10	F10	2586.0	31.0	11.0	2575.0
MH1_07	2016-06-06 12:34:56	6	11	F11	2585.0	26.0	12.0	2573.0
MH1_07	2016-06-06 12:34:56	6	12	F12	259.0	288.0	48.0	211.0
MH1_07	2016-06-06 12:34:56	6	13	F13	2719.0	37.0	13.0	2706.0
MH1_07	2016-06-06 12:34:56	6	14	F14	2612.0	34.0	13.0	2599.0
MH1_07	2016-06-06 12:34:56	6	15	F15	84.0	493.0	59.0	25.0
MH1_07	2016-06-06 12:34:56	6	16	F16	83.0	488.0	51.0	32.0
MH1_07	2016-06-06 12:34:56	6	17	F17	2656.0	36.0	12.0	2644.0
MH1_07	2016-06-06 12:34:56	6	18	F18	84.0	489.0	60.0	24.0
MH1_07	2016-06-06 12:34:56	6	19	F19	2637.0	39.0	14.0	2623.0
MH1_07	2016-06-06 12:34:56	6	20	F20	78.0	463.0	60.0	18.0
MH1_07	2016-06-06 12:34:56	6	21	F21	484.0	135.0	112.0	372.0
MH1_07	2016-06-06 12:34:56	6	22	F22	2610.0	36.0	10.0	2600.0
MH1_07	2016-06-06 12:34:56	7	3	G03	1490.0	26.0	3.0	1487.0
MH1_07	2016-06-06 12:34:56	7	4	G04	2501.0	34.0	15.0	2486.0
MH1_07	2016-06-06 12:34:56	7	5	G05	82.0	491.0	62.0	20.0
MH1_07	2016-06-06 12:34:56	7	6	G06	2695.0	42.0	14.0	2681.0
MH1_07	2016-06-06 12:34:56	7	7	G07	2587.0	34.0	12.0	2575.0
MH1_07	2016-06-06 12:34:56	7	8	G08	64.0	510.0	54.0	10.0
MH1_07	2016-06-06 12:34:56	7	9	G09	2684.0	35.0	13.0	2671.0
MH1_07	2016-06-06 12:34:56	7	10	G10	2596.0	35.0	14.0	2582.0
MH1_07	2016-06-06 12:34:56	7	11	G11	2685.0	28.0	11.0	2674.0
MH1_07	2016-06-06 12:34:56	7	12	G12	1879.0	31.0	8.0	1871.0
MH1_07	2016-06-06 12:34:56	7	13	G13	55.0	497.0	62.0	0.0
MH1_07	2016-06-06 12:34:56	7	14	G14	2656.0	33.0	12.0	2644.0
MH1_07	2016-06-06 12:34:56	7	15	G15	2645.0	41.0	16.0	2629.0
MH1_07	2016-06-06 12:34:56	7	16	G16	71.0	504.0	63.0	8.0
MH1_07	2016-06-06 12:34:56	7	17	G17	2220.0	40.0	19.0	2201.0
MH1_07	2016-06-06 12:34:56	7	18	G18	1046.0	43.0	27.0	1019.0
MH1_07	2016-06-06 12:34:56	7	19	G19	2640.0	33.0	17.0	2623.0
MH1_07	2016-06-06 12:34:56	7	20	G20	2652.0	30.0	15.0	2637.0
MH1_07	2016-06-06 12:34:56	7	21	G21	277.0	281.0	58.0	219.0
MH1_07	2016-06-06 12:34:56	7	22	G22	263.0	267.0	51.0	212.0
MH1_07	2016-06-06 12:34:56	8	3	H03	267.0	352.0	124.0	143.0
MH1_07	2016-06-06 12:34:56	8	4	H04	2452.0	27.0	12.0	2440.0
MH1_07	2016-06-06 12:34:56	8	5	H05	1895.0	28.0	6.0	1889.0
MH1_07	2016-06-06 12:34:56	8	6	H06	596.0	76.0	60.0	536.0
MH1_07	2016-06-06 12:34:56	8	7	H07	2646.0	34.0	14.0	2632.0
MH1_07	2016-06-06 12:34:56	8	8	H08	2679.0	38.0	15.0	2664.0
MH1_07	2016-06-06 12:34:56	8	9	H09	1479.0	18.0	3.0	1476.0
MH1_07	2016-06-06 12:34:56	8	10	H10	53.0	508.0	63.0	0.0
MH1_07	2016-06-06 12:34:56	8	11	H11	2616.0	29.0	9.0	2607.0
MH1_07	2016-06-06 12:34:56	8	12	H12	2603.0	32.0	17.0	2586.0
MH1_07	2016-06-06 12:34:56	8	13	H13	2623.0	35.0	16.0	2607.0
MH1_07	2016-06-06 12:34:56	8	14	H14	2658.0	32.0	15.0	2643.0
MH1_07	2016-06-06 12:34:56	8	15	H15	2210.0	38.0	15.0	2195.0
MH1_07	2016-06-06 12:34:56	8	16	H16	2624.0	27.0	12.0	2612.0
MH1_07	2016-06-06 12:34:56	8	17	H17	1577.0	22.0	4.0	1573.0
MH1_07	2016-06-06 12:34:56	8	18	H18	2226.0	37.0	17.0	2209.0
MH1_07	2016-06-06 12:34:56	8	19	H19	1058.0	51.0	33.0	1025.0
MH1_07	2016-06-06 12:34:56	8	20	H20	2203.0	26.0	11.0	2192.0
MH1_07	2016-06-06 12:34:56	8	21	H21	2102.0	29.0	3.0	2099.0
MH1_07	2016-06-06 12:34:56	8	22	H22	2206.0	30.0	10.0	2196.0
MH1_07	2016-06-06 12:34:56	9	3	I03	2633.0	30.0	13.0	2620.0
MH1_07	2016-06-06 12:34:56	9	4	I04	2578.0	27.0	10.0	2568.0
MH1_07	2016-06-06 12:34:56	9	5	I05	1694.0	24.0	5.0	1689.0
MH1_07	2016-06-06 12:34:56	9	6	I06	2638.0	31.0	9.0	2629.0
MH1_07	2016-06-06 12:34:56	9	7	I07	2610.0	33.0	13.0	2597.0
MH1_07	2016-06-06 12:34:56	9	8	I08	2572.0	30.0	12.0	2560.0
MH1_07	2016-06-06 12:34:56	9	9	I09	2631.0	31.0	13.0	2618.0
MH1_07	2016-06-06 12:34:56	9	10	I10	2721.0	33.0	13.0	2708.0
MH1_07	2016-06-06 12:34:56	9	11	I11	2583.0	27.0	7.0	2576.0
MH1_07	2016-06-06 12:34:56	9	12	I12	252.0	316.0	48.0	204.0
MH1_07	2016-06-06 12:34:56	9	13	I13	623.0	74.0	50.0	573.0
MH1_07	2016-06-06 12:34:56	9	14	I14	238.0	382.0	139.0	99.0
MH1_07	2016-06-06 12:34:56	9	15	I15	2655.0	33.0	9.0	2646.0
MH1_07	2016-06-06 12:34:56	9	16	I16	2130.0	19.0	3.0	2127.0
MH1_07	2016-06-06 12:34:56	9	17	I17	2677.0	36.0	13.0	2664.0
MH1_07	2016-06-06 12:34:56	9	18	I18	2653.0	34.0	14.0	2639.0
MH1_07	2016-06-06 12:34:56	9	19	I19	2580.0	29.0	10.0	2570.0
MH1_07	2016-06-06 12:34:56	9	20	I20	2622.0	37.0	13.0	2609.0
MH1_07	2016-06-06 12:34:56	9	21	I21	1450.0	20.0	1.0	1449.0
MH1_07	2016-06-06 12:34:56	9	22	I22	603.0	93.0	77.0	526.0
MH1_07	2016-06-06 12:34:56	10	3	J03	218.0	435.0	128.0	90.0
MH1_07	2016-06-06 12:34:56	10	4	J04	2573.0	36.0	15.0	2558.0
MH1_07	2016-06-06 12:34:56	10	5	J05	2650.0	30.0	11.0	2639.0
MH1_07	2016-06-06 12:34:56	10	6	J06	1243.0	84.0	64.0	1179.0
MH1_07	2016-06-06 12:34:56	10	7	J07	2400.0	28.0	9.0	2391.0
MH1_07	2016-06-06 12:34:56	10	8	J08	2586.0	33.0	11.0	2575.0
MH1_07	2016-06-06 12:34:56	10	9	J09	2677.0	31.0	8.0	2669.0
MH1_07	2016-06-06 12:34:56	10	10	J10	2675.0	38.0	16.0	2659.0
MH1_07	2016-06-06 12:34:56	10	11	J11	1121.0	52.0	32.0	1089.0
MH1_07	2016-06-06 12:34:56	10	12	J12	2665.0	26.0	9.0	2656.0
MH1_07	2016-06-06 12:34:56	10	13	J13	90.0	476.0	53.0	37.0
MH1_07	2016-06-06 12:34:56	10	14	J14	2617.0	31.0	13.0	2604.0
MH1_07	2016-06-06 12:34:56	10	15	J15	2681.0	36.0	11.0	2670.0
MH1_07	2016-06-06 12:34:56	10	16	J16	2534.0	35.0	12.0	2522.0
MH1_07	2016-06-06 12:34:56	10	17	J17	2478.0	30.0	14.0	2464.0
MH1_07	2016-06-06 12:34:56	10	18	J18	2586.0	27.0	14.0	2572.0
MH1_07	2016-06-06 12:34:56	10	19	J19	2660.0	34.0	14.0	2646.0
MH1_07	2016-06-06 12:34:56	10	20	J20	2638.0	38.0	11.0	2627.0
MH1_07	2016-06-06 12:34:56	10	21	J21	2299.0	38.0	16.0	2283.0
MH1_07	2016-06-06 12:34:56	10	22	J22	2506.0	38.0	14.0	2492.0
MH1_07	2016-06-06 12:34:56	11	3	K03	63.0	543.0	60.0	3.0
MH1_07	2016-06-06 12:34:56	11	4	K04	2223.0	25.0	7.0	2216.0
MH1_07	2016-06-06 12:34:56	11	5	K05	220.0	384.0	112.0	108.0
MH1_07	2016-06-06 12:34:56	11	6	K06	1379.0	20.0	0.0	1379.0
MH1_07	2016-06-06 12:34:56	11	7	K07	2595.0	26.0	12.0	2583.0
MH1_07	2016-06-06 12:34:56	11	8	K08	2669.0	32.0	14.0	2655.0
MH1_07	2016-06-06 12:34:56	11	9	K09	2583.0	32.0	12.0	2571.0
MH1_07	2016-06-06 12:34:56	11	10	K10	593.0	105.0	81.0	512.0
MH1_07	2016-06-06 12:34:56	11	11	K11	262.0	309.0	51.0	211.0
MH1_07	2016-06-06 12:34:56	11	12	K12	2607.0	31.0	12.0	2595.0
MH1_07	2016-06-06 12:34:56	11	13	K13	2612.0	31.0	10.0	2602.0
MH1_07	2016-06-06 12:34:56	11	14	K14	1337.0	33.0	2.0	1335.0
MH1_07	2016-06-06 12:34:56	11	15	K15	1668.0	24.0	3.0	1665.0
MH1_07	2016-06-06 12:34:56	11	16	K16	1070.0	48.0	28.0	1042.0
MH1_07	2016-06-06 12:34:56	11	17	K17	1244.0	82.0	62.0	1182.0
MH1_07	2016-06-06 12:34:56	11	18	K18	62.0	532.0	66.0	0.0
MH1_07	2016-06-06 12:34:56	11	19	K19	267.0	370.0	124.0	143.0
MH1_07	2016-06-06 12:34:56	11	20	K20	1109.0	50.0	31.0	1078.0
MH1_07	2016-06-06 12:34:56	11	21	K21	2417.0	33.0	12.0	2405.0
MH1_07	2016-06-06 12:34:56	11	22	K22	2294.0	28.0	10.0	2284.0
MH1_07	2016-06-06 12:34:56	12	3	L03	1094.0	51.0	32.0	1062.0
MH1_07	2016-06-06 12:34:56	12	4	L04	2697.0	29.0	10.0	2687.0
MH1_07	2016-06-06 12:34:56	12	5	L05	621.0	65.0	52.0	569.0
MH1_07	2016-06-06 12:34:56	12	6	L06	1941.0	26.0	7.0	1934.0
MH1_07	2016-06-06 12:34:56	12	7	L07	2614.0	34.0	13.0	2601.0
MH1_07	2016-06-06 12:34:56	12	8	L08	2664.0	29.0	9.0	2655.0
MH1_07	2016-06-06 12:34:56	12	9	L09	2608.0	31.0	12.0	2596.0
MH1_07	2016-06-06 12:34:56	12	10	L10	600.0	108.0	86.0	514.0
MH1_07	2016-06-06 12:34:56	12	11	L11	1968.0	27.0	4.0	1964.0
MH1_07	2016-06-06 12:34:56	12	12	L12	2565.0	42.0	16.0	2549.0
MH1_07	2016-06-06 12:34:56	12	13	L13	2694.0	33.0	14.0	2680.0
MH1_07	2016-06-06 12:34:56	12	14	L14	1625.0	19.0	3.0	1622.0
MH1_07	2016-06-06 12:34:56	12	15	L15	2463.0	31.0	13.0	2450.0
MH1_07	2016-06-06 12:34:56	12	16	L16	236.0	401.0	130.0	106.0
MH1_07	2016-06-06 12:34:56	12	17	L17	2686.0	34.0	12.0	2674.0
MH1_07	2016-06-06 12:34:56	12	18	L18	2590.0	34.0	13.0	2577.0
MH1_07	2016-06-06 12:34:56	12	19	L19	2586.0	31.0	13.0	2573.0
MH1_07	2016-06-06 12:34:56	12	20	L20	2653.0	34.0	13.0	2640.0
MH1_07	2016-06-06 12:34:56	12	21	L21	592.0	74.0	52.0	540.0
MH1_07	2016-06-06 12:34:56	12	22	L22	1384.0	21.0	0.0	1384.0
MH1_07	2016-06-06 12:34:56	13	3	M03	2686.0	28.0	12.0	2674.0
MH1_07	2016-06-06 12:34:56	13	4	M04	2623.0	27.0	12.0	2611.0
MH1_07	2016-06-06 12:34:56	13	5	M05	2618.0	31.0	14.0	2604.0
MH1_07	2016-06-06 12:34:56	13	6	M06	646.0	79.0	57.0	589.0
MH1_07	2016-06-06 12:34:56	13	7	M07	2539.0	33.0	12.0	2527.0
MH1_07	2016-06-06 12:34:56	13	8	M08	198.0	425.0	134.0	64.0
MH1_07	2016-06-06 12:34:56	13	9	M09	2652.0	39.0	16.0	2636.0
MH1_07	2016-06-06 12:34:56	13	10	M10	2638.0	31.0	12.0	2626.0
MH1_07	2016-06-06 12:34:56	13	11	M11	2648.0	29.0	10.0	2638.0
MH1_07	2016-06-06 12:34:56	13	12	M12	2678.0	36.0	15.0	2663.0
MH1_07	2016-06-06 12:34:56	13	13	M13	2510.0	33.0	13.0	2497.0
MH1_07	2016-06-06 12:34:56	13	14	M14	635.0	64.0	47.0	588.0
MH1_07	2016-06-06 12:34:56	13	15	M15	2602.0	41.0	14.0	2588.0
MH1_07	2016-06-06 12:34:56	13	16	M16	218.0	410.0	131.0	87.0
MH1_07	2016-06-06 12:34:56	13	17	M17	1083.0	53.0	30.0	1053.0
MH1_07	2016-06-06 12:34:56	13	18	M18	53.0	541.0	57.0	0.0
MH1_07	2016-06-06 12:34:56	13	19	M19	2639.0	32.0	14.0	2625.0
MH1_07	2016-06-06 12:34:56	13	20	M20	2652.0	32.0	12.0	2640.0
MH1_07	2016-06-06 12:34:56	13	21	M21	1112.0	52.0	34.0	1078.0
MH1_07	2016-06-06 12:34:56	13	22	M22	1914.0	25.0	6.0	1908.0
MH1_07	2016-06-06 12:34:56	14	3	N03	2667.0	32.0	15.0	2652.0
MH1_07	2016-06-06 12:34:56	14	4	N04	2664.0	32.0	15.0	2649.0
MH1_07	2016-06-06 12:34:56	14	5	N05	2567.0	35.0	14.0	2553.0
MH1_07	2016-06-06 12:34:56	14	6	N06	2557.0	31.0	15.0	2542.0
