barcode,cell_line,identifier,role,timepoint,well,agent1,agent2,agent3,concentration1,concentration2,concentration3
041018_combo_2,CL_1,DMSO,negative_control,72,H07,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,H08,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,H09,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_2, agent_3_3",treatment,72,H10,agent_2,agent_3,,0.3162,0.3162,
041018_combo_2,CL_1,"agent_1, agent_2_10",treatment,72,H11,agent_1,agent_2,,3.1623,3.1623,
041018_combo_2,CL_1,agent_1_8,treatment,72,H12,agent_1,,,0.001,,
041018_combo_2,CL_1,DMSO,negative_control,72,H13,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_44",treatment,72,H14,agent_1,agent_2,,0.1,0.001,
041018_combo_2,CL_1,DMSO,negative_control,72,H15,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,H16,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_2",treatment,72,H17,agent_1,agent_2,agent_3,1.0,1.0,1.0
041018_combo_2,CL_1,DMSO,negative_control,72,H18,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,H19,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,H20,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_50",treatment,72,H21,agent_1,agent_2,,0.0316,0.0316,
041018_combo_2,CL_1,"agent_1, agent_2_56",treatment,72,H22,agent_1,agent_2,,0.01,1.0,
041018_combo_2,CL_1,"agent_1, agent_2_31",treatment,72,H23,agent_1,agent_2,,0.3162,0.1,
041018_combo_2,,,,72,H24,,,,0.0,,
041018_combo_2,,,,72,I01,,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_30",treatment,72,I02,agent_1,agent_2,,0.3162,0.3162,
041018_combo_2,CL_1,"agent_1, agent_3_4",treatment,72,I03,agent_1,agent_3,,10.0,0.1,
041018_combo_2,CL_1,"agent_1, agent_2_0",treatment,72,I04,agent_1,agent_2,,10.0,10.0,
041018_combo_2,CL_1,"agent_1, agent_2_62",treatment,72,I05,agent_1,agent_2,,0.01,0.001,
041018_combo_2,CL_1,DMSO,negative_control,72,I06,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_53",treatment,72,I07,agent_1,agent_2,,0.0316,0.001,
041018_combo_2,CL_1,"agent_1, agent_2_35",treatment,72,I08,agent_1,agent_2,,0.3162,0.001,
041018_combo_2,CL_1,"agent_1, agent_2_46",treatment,72,I09,agent_1,agent_2,,0.0316,3.1623,
041018_combo_2,CL_1,DMSO,negative_control,72,I10,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_34",treatment,72,I11,agent_1,agent_2,,0.3162,0.0032,
041018_combo_2,CL_1,"agent_1, agent_2_58",treatment,72,I12,agent_1,agent_2,,0.01,0.1,
041018_combo_2,CL_1,DMSO,negative_control,72,I13,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_54",treatment,72,I14,agent_1,agent_2,,0.01,10.0,
041018_combo_2,CL_1,DMSO,negative_control,72,I15,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,I16,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_5",treatment,72,I17,agent_1,agent_2,agent_3,0.0316,0.0316,0.0316
041018_combo_2,CL_1,DMSO,negative_control,72,I18,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,I19,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_1_0,treatment,72,I20,agent_1,,,10.0,,
041018_combo_2,CL_1,"agent_1, agent_2_55",treatment,72,I21,agent_1,agent_2,,0.01,3.1623,
041018_combo_2,CL_1,agent_2_1,treatment,72,I22,agent_2,,,3.1623,,
041018_combo_2,CL_1,"agent_2, agent_3_8",treatment,72,I23,agent_2,agent_3,,0.001,0.001,
041018_combo_2,,,,72,I24,,,,0.0,,
041018_combo_2,,,,72,J01,,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_47",treatment,72,J02,agent_1,agent_2,,0.0316,1.0,
041018_combo_2,CL_1,DMSO,negative_control,72,J03,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,J04,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_3",treatment,72,J05,agent_1,agent_2,,10.0,0.3162,
041018_combo_2,CL_1,agent_2_5,treatment,72,J06,agent_2,,,0.0316,,
041018_combo_2,CL_1,agent_3_8,treatment,72,J07,agent_3,,,0.001,,
041018_combo_2,CL_1,"agent_1, agent_2_1",treatment,72,J08,agent_1,agent_2,,10.0,3.1623,
041018_combo_2,CL_1,"agent_1, agent_2_11",treatment,72,J09,agent_1,agent_2,,3.1623,1.0,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_11",treatment,72,J10,agent_1,agent_2,agent_3,0.0316,0.0316,0.0316
041018_combo_2,CL_1,DMSO,negative_control,72,J11,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,J12,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,J13,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_32",treatment,72,J14,agent_1,agent_2,,0.3162,0.0316,
041018_combo_2,CL_1,DMSO,negative_control,72,J15,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_17",treatment,72,J16,agent_1,agent_2,,3.1623,0.001,
041018_combo_2,CL_1,DMSO,negative_control,72,J17,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_2",treatment,72,J18,agent_1,agent_2,,10.0,1.0,
041018_combo_2,CL_1,DMSO,negative_control,72,J19,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,J20,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,J21,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,J22,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_37",treatment,72,J23,agent_1,agent_2,,0.1,3.1623,
041018_combo_2,,,,72,J24,,,,0.0,,
041018_combo_2,,,,72,K01,,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K02,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_9",treatment,72,K03,agent_1,agent_2,,3.1623,10.0,
041018_combo_2,CL_1,DMSO,negative_control,72,K04,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_14",treatment,72,K05,agent_1,agent_2,,3.1623,0.0316,
041018_combo_2,CL_1,DMSO,negative_control,72,K06,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_3_8",treatment,72,K07,agent_1,agent_3,,10.0,0.001,
041018_combo_2,CL_1,agent_2_7,treatment,72,K08,agent_2,,,0.0032,,
041018_combo_2,CL_1,DMSO,negative_control,72,K09,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K10,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K11,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K12,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_12",treatment,72,K13,agent_1,agent_2,agent_3,0.001,0.001,0.001
041018_combo_2,CL_1,DMSO,negative_control,72,K14,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K15,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K16,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K17,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_1_4,treatment,72,K18,agent_1,,,0.1,,
041018_combo_2,CL_1,DMSO,negative_control,72,K19,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_3_0,treatment,72,K20,agent_3,,,10.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K21,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K22,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,K23,DMSO,,,0.0,,
041018_combo_2,,,,72,K24,,,,0.0,,
041018_combo_2,,,,72,L01,,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,L02,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_75",treatment,72,L03,agent_1,agent_2,,0.001,0.3162,
041018_combo_2,CL_1,"agent_1, agent_2_8",treatment,72,L04,agent_1,agent_2,,10.0,0.001,
041018_combo_2,CL_1,DMSO,negative_control,72,L05,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_57",treatment,72,L06,agent_1,agent_2,,0.01,0.3162,
041018_combo_2,CL_1,"agent_2, agent_3_4",treatment,72,L07,agent_2,agent_3,,0.1,0.1,
041018_combo_2,CL_1,"agent_1, agent_2_22",treatment,72,L08,agent_1,agent_2,,1.0,0.1,
041018_combo_2,CL_1,DMSO,negative_control,72,L09,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_2, agent_3_6",treatment,72,L10,agent_2,agent_3,,0.01,0.01,
041018_combo_2,CL_1,DMSO,negative_control,72,L11,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,L12,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_71",treatment,72,L13,agent_1,agent_2,,0.0032,0.001,
041018_combo_2,CL_1,DMSO,negative_control,72,L14,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,L15,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_9",treatment,72,L16,agent_1,agent_2,agent_3,0.1,0.1,0.1
041018_combo_2,CL_1,DMSO,negative_control,72,L17,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,L18,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_68",treatment,72,L19,agent_1,agent_2,,0.0032,0.0316,
041018_combo_2,CL_1,DMSO,negative_control,72,L20,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_19",treatment,72,L21,agent_1,agent_2,,1.0,3.1623,
041018_combo_2,CL_1,"agent_1, agent_2_41",treatment,72,L22,agent_1,agent_2,,0.1,0.0316,
041018_combo_2,CL_1,DMSO,negative_control,72,L23,DMSO,,,0.0,,
041018_combo_2,,,,72,L24,,,,0.0,,
041018_combo_2,,,,72,M01,,,,0.0,,
041018_combo_2,CL_1,agent_1_6,treatment,72,M02,agent_1,,,0.01,,
041018_combo_2,CL_1,DMSO,negative_control,72,M03,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_29",treatment,72,M04,agent_1,agent_2,,0.3162,1.0,
041018_combo_2,CL_1,"agent_1, agent_2_15",treatment,72,M05,agent_1,agent_2,,3.1623,0.01,
041018_combo_2,CL_1,DMSO,negative_control,72,M06,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M07,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M08,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M09,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M10,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M11,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M12,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_3_5,treatment,72,M13,agent_3,,,0.0316,,
041018_combo_2,CL_1,DMSO,negative_control,72,M14,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M15,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_80",treatment,72,M16,agent_1,agent_2,,0.001,0.001,
041018_combo_2,CL_1,DMSO,negative_control,72,M17,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_49",treatment,72,M18,agent_1,agent_2,,0.0316,0.1,
041018_combo_2,CL_1,DMSO,negative_control,72,M19,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,M20,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_2_6,treatment,72,M21,agent_2,,,0.01,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_14",treatment,72,M22,agent_1,agent_2,agent_3,0.0032,0.0032,0.0032
041018_combo_2,CL_1,DMSO,negative_control,72,M23,DMSO,,,0.0,,
041018_combo_2,,,,72,M24,,,,0.0,,
041018_combo_2,,,,72,N01,,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_6",treatment,72,N02,agent_1,agent_2,agent_3,0.01,0.01,0.01
041018_combo_2,CL_1,DMSO,negative_control,72,N03,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,N04,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,N05,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_12",treatment,72,N06,agent_1,agent_2,,3.1623,0.3162,
041018_combo_2,CL_1,"agent_1, agent_2_67",treatment,72,N07,agent_1,agent_2,,0.0032,0.1,
041018_combo_2,CL_1,DMSO,negative_control,72,N08,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_48",treatment,72,N09,agent_1,agent_2,,0.0316,0.3162,
041018_combo_2,CL_1,DMSO,negative_control,72,N10,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_1_1,treatment,72,N11,agent_1,,,3.1623,,
041018_combo_2,CL_1,DMSO,negative_control,72,N12,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_2, agent_3_5",treatment,72,N13,agent_2,agent_3,,0.0316,0.0316,
041018_combo_2,CL_1,DMSO,negative_control,72,N14,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,N15,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_13",treatment,72,N16,agent_1,agent_2,,3.1623,0.1,
041018_combo_2,CL_1,"agent_1, agent_2_43",treatment,72,N17,agent_1,agent_2,,0.1,0.0032,
041018_combo_2,CL_1,"agent_1, agent_2_16",treatment,72,N18,agent_1,agent_2,,3.1623,0.0032,
041018_combo_2,CL_1,"agent_1, agent_2_66",treatment,72,N19,agent_1,agent_2,,0.0032,0.3162,
041018_combo_2,CL_1,DMSO,negative_control,72,N20,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,N21,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,N22,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_70",treatment,72,N23,agent_1,agent_2,,0.0032,0.0032,
041018_combo_2,,,,72,N24,,,,0.0,,
041018_combo_2,,,,72,O01,,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_60",treatment,72,O02,agent_1,agent_2,,0.01,0.01,
041018_combo_2,CL_1,DMSO,negative_control,72,O03,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,O04,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_10",treatment,72,O05,agent_1,agent_2,agent_3,0.01,0.01,0.01
041018_combo_2,CL_1,DMSO,negative_control,72,O06,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_26",treatment,72,O07,agent_1,agent_2,,1.0,0.001,
041018_combo_2,CL_1,"agent_1, agent_2_21",treatment,72,O08,agent_1,agent_2,,1.0,0.3162,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_8",treatment,72,O09,agent_1,agent_2,agent_3,0.001,0.001,0.001
041018_combo_2,CL_1,DMSO,negative_control,72,O10,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,O11,DMSO,,,0.0,,
041018_combo_2,CL_1,agent_1_5,treatment,72,O12,agent_1,,,0.0316,,
041018_combo_2,CL_1,DMSO,negative_control,72,O13,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,O14,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,O15,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2_63",treatment,72,O16,agent_1,agent_2,,0.0032,10.0,
041018_combo_2,CL_1,agent_2_8,treatment,72,O17,agent_2,,,0.001,,
041018_combo_2,CL_1,DMSO,negative_control,72,O18,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,O19,DMSO,,,0.0,,
041018_combo_2,CL_1,DMSO,negative_control,72,O20,DMSO,,,0.0,,
041018_combo_2,CL_1,"agent_1, agent_2, agent_3_17",treatment,72,O21,agent_1,agent_2,agent_3,1.0,1.0,1.0
041018_combo_2,CL_1,"agent_1, agent_2_79",treatment,72,O22,agent_1,agent_2,,0.001,0.0032,
041018_combo_2,CL_1,DMSO,negative_control,72,O23,DMSO,,,0.0,,
041018_combo_2,,,,72,O24,,,,0.0,,
041018_combo_2,,,,72,P01,,,,0.0,,
041018_combo_2,,,,72,P02,,,,0.0,,
041018_combo_2,,,,72,P03,,,,0.0,,
041018_combo_2,,,,72,P04,,,,0.0,,
041018_combo_2,,,,72,P05,,,,0.0,,
041018_combo_2,,,,72,P06,,,,0.0,,
041018_combo_2,,,,72,P07,,,,0.0,,
041018_combo_2,,,,72,P08,,,,0.0,,
041018_combo_2,,,,72,P09,,,,0.0,,
041018_combo_2,,,,72,P10,,,,0.0,,
041018_combo_2,,,,72,P11,,,,0.0,,
041018_combo_2,,,,72,P12,,,,0.0,,
041018_combo_2,,,,72,P13,,,,0.0,,
041018_combo_2,,,,72,P14,,,,0.0,,
041018_combo_2,,,,72,P15,,,,0.0,,
041018_combo_2,,,,72,P16,,,,0.0,,
041018_combo_2,,,,72,P17,,,,0.0,,
041018_combo_2,,,,72,P18,,,,0.0,,
041018_combo_2,,,,72,P19,,,,0.0,,
041018_combo_2,,,,72,P20,,,,0.0,,
041018_combo_2,,,,72,P21,,,,0.0,,
041018_combo_2,,,,72,P22,,,,0.0,,
041018_combo_2,,,,72,P23,,,,0.0,,
041018_combo_2,,,,72,P24,,,,0.0,,
041018_combo_3,,,,72,A01,,,,0.0,,
041018_combo_3,,,,72,A02,,,,0.0,,
041018_combo_3,,,,72,A03,,,,0.0,,
041018_combo_3,,,,72,A04,,,,0.0,,
041018_combo_3,,,,72,A05,,,,0.0,,
041018_combo_3,,,,72,A06,,,,0.0,,
041018_combo_3,,,,72,A07,,,,0.0,,
041018_combo_3,,,,72,A08,,,,0.0,,
041018_combo_3,,,,72,A09,,,,0.0,,
041018_combo_3,,,,72,A10,,,,0.0,,
041018_combo_3,,,,72,A11,,,,0.0,,
041018_combo_3,,,,72,A12,,,,0.0,,
041018_combo_3,,,,72,A13,,,,0.0,,
041018_combo_3,,,,72,A14,,,,0.0,,
041018_combo_3,,,,72,A15,,,,0.0,,
041018_combo_3,,,,72,A16,,,,0.0,,
041018_combo_3,,,,72,A17,,,,0.0,,
041018_combo_3,,,,72,A18,,,,0.0,,
041018_combo_3,,,,72,A19,,,,0.0,,
041018_combo_3,,,,72,A20,,,,0.0,,
041018_combo_3,,,,72,A21,,,,0.0,,
041018_combo_3,,,,72,A22,,,,0.0,,
041018_combo_3,,,,72,A23,,,,0.0,,
041018_combo_3,,,,72,A24,,,,0.0,,
041018_combo_3,,,,72,B01,,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B02,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B03,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B04,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_50",treatment,72,B05,agent_1,agent_2,,0.0316,0.0316,
041018_combo_3,CL_1,"agent_1, agent_2_34",treatment,72,B06,agent_1,agent_2,,0.3162,0.0032,
041018_combo_3,CL_1,"agent_1, agent_2_20",treatment,72,B07,agent_1,agent_2,,1.0,1.0,
041018_combo_3,CL_1,"agent_1, agent_2_44",treatment,72,B08,agent_1,agent_2,,0.1,0.001,
041018_combo_3,CL_1,DMSO,negative_control,72,B09,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B10,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B11,DMSO,,,0.0,,
041018_combo_3,CL_1,agent_2_1,treatment,72,B12,agent_2,,,3.1623,,
041018_combo_3,CL_1,DMSO,negative_control,72,B13,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2, agent_3_14",treatment,72,B14,agent_1,agent_2,agent_3,0.0032,0.0032,0.0032
041018_combo_3,CL_1,DMSO,negative_control,72,B15,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_6",treatment,72,B16,agent_1,agent_2,,10.0,0.01,
041018_combo_3,CL_1,"agent_1, agent_2_76",treatment,72,B17,agent_1,agent_2,,0.001,0.1,
041018_combo_3,CL_1,agent_3_0,treatment,72,B18,agent_3,,,10.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B19,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B20,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B21,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B22,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,B23,DMSO,,,0.0,,
041018_combo_3,,,,72,B24,,,,0.0,,
041018_combo_3,,,,72,C01,,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,C02,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_59",treatment,72,C03,agent_1,agent_2,,0.01,0.0316,
041018_combo_3,CL_1,"agent_1, agent_2_62",treatment,72,C04,agent_1,agent_2,,0.01,0.001,
041018_combo_3,CL_1,"agent_1, agent_2_8",treatment,72,C05,agent_1,agent_2,,10.0,0.001,
041018_combo_3,CL_1,DMSO,negative_control,72,C06,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,C07,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,C08,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,C09,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_3_1",treatment,72,C10,agent_1,agent_3,,10.0,3.1623,
041018_combo_3,CL_1,"agent_1, agent_2_13",treatment,72,C11,agent_1,agent_2,,3.1623,0.1,
041018_combo_3,CL_1,DMSO,negative_control,72,C12,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,C13,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2, agent_3_8",treatment,72,C14,agent_1,agent_2,agent_3,0.001,0.001,0.001
041018_combo_3,CL_1,DMSO,negative_control,72,C15,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,C16,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_49",treatment,72,C17,agent_1,agent_2,,0.0316,0.1,
041018_combo_3,CL_1,agent_2_3,treatment,72,C18,agent_2,,,0.3162,,
041018_combo_3,CL_1,DMSO,negative_control,72,C19,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_72",treatment,72,C20,agent_1,agent_2,,0.001,10.0,
041018_combo_3,CL_1,DMSO,negative_control,72,C21,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_3_4",treatment,72,C22,agent_1,agent_3,,10.0,0.1,
041018_combo_3,CL_1,"agent_1, agent_2_60",treatment,72,C23,agent_1,agent_2,,0.01,0.01,
041018_combo_3,,,,72,C24,,,,0.0,,
041018_combo_3,,,,72,D01,,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D02,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_74",treatment,72,D03,agent_1,agent_2,,0.001,1.0,
041018_combo_3,CL_1,agent_2_0,treatment,72,D04,agent_2,,,10.0,,
041018_combo_3,CL_1,agent_3_2,treatment,72,D05,agent_3,,,1.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D06,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D07,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_58",treatment,72,D08,agent_1,agent_2,,0.01,0.1,
041018_combo_3,CL_1,DMSO,negative_control,72,D09,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D10,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D11,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D12,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D13,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D14,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_2, agent_3_6",treatment,72,D15,agent_2,agent_3,,0.01,0.01,
041018_combo_3,CL_1,agent_3_1,treatment,72,D16,agent_3,,,3.1623,,
041018_combo_3,CL_1,DMSO,negative_control,72,D17,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D18,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_23",treatment,72,D19,agent_1,agent_2,,1.0,0.0316,
041018_combo_3,CL_1,DMSO,negative_control,72,D20,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,D21,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_56",treatment,72,D22,agent_1,agent_2,,0.01,1.0,
041018_combo_3,CL_1,"agent_1, agent_2_11",treatment,72,D23,agent_1,agent_2,,3.1623,1.0,
041018_combo_3,,,,72,D24,,,,0.0,,
041018_combo_3,,,,72,E01,,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_4",treatment,72,E02,agent_1,agent_2,,10.0,0.1,
041018_combo_3,CL_1,"agent_1, agent_2_19",treatment,72,E03,agent_1,agent_2,,1.0,3.1623,
041018_combo_3,CL_1,DMSO,negative_control,72,E04,DMSO,,,0.0,,
041018_combo_3,CL_1,DMSO,negative_control,72,E05,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_43",treatment,72,E06,agent_1,agent_2,,0.1,0.0032,
041018_combo_3,CL_1,DMSO,negative_control,72,E07,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2, agent_3_9",treatment,72,E08,agent_1,agent_2,agent_3,0.1,0.1,0.1
041018_combo_3,CL_1,agent_1_8,treatment,72,E09,agent_1,,,0.001,,
041018_combo_3,CL_1,"agent_1, agent_2_9",treatment,72,E10,agent_1,agent_2,,3.1623,10.0,
041018_combo_3,CL_1,"agent_2, agent_3_8",treatment,72,E11,agent_2,agent_3,,0.001,0.001,
041018_combo_3,CL_1,DMSO,negative_control,72,E12,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_10",treatment,72,E13,agent_1,agent_2,,3.1623,3.1623,
041018_combo_3,CL_1,"agent_1, agent_2_52",treatment,72,E14,agent_1,agent_2,,0.0316,0.0032,
041018_combo_3,CL_1,"agent_1, agent_2_7",treatment,72,E15,agent_1,agent_2,,10.0,0.0032,
041018_combo_3,CL_1,"agent_1, agent_2_15",treatment,72,E16,agent_1,agent_2,,3.1623,0.01,
041018_combo_3,CL_1,DMSO,negative_control,72,E17,DMSO,,,0.0,,
041018_combo_3,CL_1,"agent_1, agent_2_17",treatment,72,E18,agent_1,agent_2,,3.1623,0.001,
041018_combo_3,CL_1,"agent_1, agent_2_39",treatment,72,E19,agent_1,agent_2,,0.1,0.3162,
